event_id,title,content,source,publish_time,url,crawl_time,version
ce304cefed74966c0888c2d4ee47c2a5,轻舟智航于骞：自动驾驶是连接物理世界AI的重要窗口,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775978628,https://finance.sina.com.cn/hy/hyjz/2026-04-12/doc-inhufqsh5619600.shtml,2026-04-12T15:24:29+08:00,v1
38c456a3eec40dcf006adb664d9401a2,徐向阳：2035年传统能源乘用车将实现全面混动化，2040年新能源渗透率将超80%,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775978374,https://finance.sina.com.cn/hy/hyjz/2026-04-12/doc-inhufqsh5618444.shtml,2026-04-12T15:24:29+08:00,v1
1ea3200647109a30c516ca8406ab1628,中国一汽周时莹：车企重复投入各自为战，仿佛没有自己的操作系统就没有噱头可言,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775977763,https://finance.sina.com.cn/meeting/2026-04-12/doc-inhufqsa3274864.shtml,2026-04-12T15:24:29+08:00,v1
ab2a5bdbe1ce4cecba5080fa18fb6df8,立中合金何更雷：电动汽车快速发展给铸造铝合金行业带来重大机遇,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京召开。立中合金集团技研中心主任何更雷出席并演讲。 何更雷指出，中国电动汽车，尤其是自主品牌汽车的快速发展...,sina_roll_api,1775977696,https://finance.sina.com.cn/hy/hyjz/2026-04-12/doc-inhufqry6499319.shtml,2026-04-12T15:24:29+08:00,v1
5681009fb96b032691c3d489c0eb3016,中国一汽周时莹：卖一辆车亏两三万块钱，中国本土企业难道永远在国内互相厮杀？,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775977407,https://finance.sina.com.cn/meeting/2026-04-12/doc-inhufqsh5613549.shtml,2026-04-12T15:24:29+08:00,v1
ea3dd719b596aa9ab0623082c99f1f71,厕所坏了、通讯断了、氦气漏了……一文看清美国绕月飞船到底出了哪些故障,（来源：上游新闻） 日前，美国执行阿耳忒弥斯2号载人绕月飞行任务的猎户座飞船终于安全返回地球，取得任务成功。这是猎户座飞船首次载人飞行...,sina_roll_api,1775977325,https://finance.sina.com.cn/stock/t/2026-04-12/doc-inhufqsa3274686.shtml,2026-04-12T15:24:29+08:00,v1
0014fb51ba20e53f8f27e83e2897a080,英飞凌曹彦飞：车企能力正外溢至人形机器人与飞行汽车等新赛道,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775977154,https://finance.sina.com.cn/hy/hyjz/2026-04-12/doc-inhufqsh5617950.shtml,2026-04-12T15:24:29+08:00,v1
f9de400e9c56dd0919442fc8f06752f0,中国一汽周时莹：车企把大部分预算投入到自动驾驶等领域，等于放弃了造车本质,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775977109,https://finance.sina.com.cn/meeting/2026-04-12/doc-inhufqry6495243.shtml,2026-04-12T15:24:29+08:00,v1
0ca61cc64e7c3d395acee0d5d0963e42,美媒称美伊谈判存在三个主要症结,新华社华盛顿4月12日电 美国《纽约时报》12日援引两名知情伊朗官员的话报道，美伊谈判存在三个主要症结：霍尔木兹海峡重新开放问题、浓缩铀问题和伊朗海外资产解冻问题。,sina_roll_api,1775976840,https://finance.sina.com.cn/roll/2026-04-12/doc-inhufqsh5612529.shtml,2026-04-12T15:24:29+08:00,v1
b91c7dc37821cbb7a0c232072f65d719,麦格纳吴珍：以“整车视角+全球布局”支撑中国车企高质量可持续发展,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775976476,https://finance.sina.com.cn/hy/hyjz/2026-04-12/doc-inhufqsa3272506.shtml,2026-04-12T15:24:29+08:00,v1
8b93af8ac758748bcae34120099e8833,蓝月亮集团于4月10日斥资147.66万港元回购49.4万股,蓝月亮集团（06993）发布公告，该公司于2026年4月10日斥资147.66万港元回购49.4万股股份，每股回购价格为2.98-2.99港元。,sina_roll_api,1775976328,https://finance.sina.com.cn/stock/hkstock/ggscyd/2026-04-12/doc-inhufkkk5738702.shtml,2026-04-12T15:24:29+08:00,v1
d06b16a04187f4e16492839895599850,诺亚控股于4月9日斥资24.24万美元回购12.12万股,诺亚控股（06686）发布公告，于2026年4月9日斥资24.24万美元回购12.12万股。,sina_roll_api,1775976291,https://finance.sina.com.cn/stock/hkstock/ggscyd/2026-04-12/doc-inhufkkh0651526.shtml,2026-04-12T15:24:29+08:00,v1
915c64d54d6a09dbe77655a5f4ab6732,方海峰：Robotaxi有望于2028年后进入规模化应用阶段,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775976246,https://finance.sina.com.cn/meeting/2026-04-12/doc-inhufkkk5738273.shtml,2026-04-12T15:24:29+08:00,v1
49027086b299969c0d92a2c5823367ff,方海峰预测：2030年L3级规模化落地，L4级在限定区域商业化运营,4月11日-12日，智能电动汽车发展高层论坛（2026）在北京国家会议中心二期召开，主题为“推进新能源汽车智能化、绿色化、融合化、国际化发展”。,sina_roll_api,1775976242,https://finance.sina.com.cn/meeting/2026-04-12/doc-inhufkke3398953.shtml,2026-04-12T15:24:29+08:00,v1
c2dcd07f03235e66fbce5a05252b2e69,微泰医疗-B于4月10日斥资37.05万港元回购5万股,微泰医疗-B（02235）发布公告，于2026年4月10日，该公司斥资37.05万港元回购5万股。,sina_roll_api,1775976231,https://finance.sina.com.cn/stock/hkstock/ggscyd/2026-04-12/doc-inhufkka6621695.shtml,2026-04-12T15:24:29+08:00,v1
